AE_text,true_LLT_term,pred_LLT_term,true_PT_term,pred_PT_term,LLT_correct,PT_correct,exact_LLT_match,LLT_fuzzy_score,LLT_fuzzy_match,exact_PT_match,PT_fuzzy_score,PT_fuzzy_match,true_LLT_Code,true_PT_Code,pred_LLT_Code,pred_PT_Code
AML Progression Vd. auf Leukostase Syndrom,AML progression,Leukostasis syndrome,Akute myeloische Leukaemie,Leukostasesyndrom,False,False,False,34.285714285714285,False,False,32.55813953488372,False,10066572,10000880,10074608,10074608
Anaemia,Anaemia,Anaemia NOS,Anaemie,Anaemie,False,True,False,77.77777777777779,False,True,100.0,True,10002034,10002034,10002071,10002034
Anemia,Anemia,Anemia,Anaemie,Anaemie,True,True,True,100.0,True,True,100.0,True,10002272,10002034,10002272,10002034
atrial fibrillation onset 04-Oct-2018 and worsening of General condition,Atrial fibrillation,Atrial fibrillation aggravated,Vorhofflimmern,Vorhofflimmern,False,True,False,77.55102040816327,False,True,100.0,True,10003658,10003658,10003659,10003658
Atypische Pneumonie bei positivem RSV-Nachweis,Pneumonia respiratory syncytial viral,Pneumonia respiratory syncytial viral,Pneumonie durch Respiratory Syncytial Virus,Pneumonie durch Respiratory Syncytial Virus,True,True,True,100.0,True,True,100.0,True,10035732,10035732,10035732,10035732
bacteriemia,,Bacteremia,,,False,False,False,0.0,False,False,0.0,False,10060562,,10003999,10003997
Bladdertumor with renal jam,Malignant neoplasm of bladder,Malignant neoplasm of bladder,Blasenkrebs,Blasenkrebs,True,True,True,100.0,True,True,100.0,True,10025735,10005003,10025735,10005003
Bleeding cerebral Haemorrhage,Intra-cerebral haemorrhage,Cerebral haemorrhage,Hirnblutung,Hirnblutung,False,True,False,86.95652173913044,False,True,100.0,True,10022737,10008111,10008111,10008111
Bleeding gastro-intestinal bleeding,Bleeding gastrointestinal,Gastrointestinal bleeding,Gastrointestinalblutung,Gastrointestinalblutung,False,True,False,64.0,False,True,100.0,True,10005116,10017955,10017936,10017955
Bleeding gingival bleeding in thrombocytopenia,Gingival bleeding,Gingival bleeding,Zahnfleischbluten,Zahnfleischbluten,True,True,True,100.0,True,True,100.0,True,10018276,10018276,10018276,10018276
Bleeding head,Intracranial haemorrhage,Scalp bleeding,Intrakranielle Blutung,Hautblutung,False,False,False,31.57894736842105,False,False,48.484848484848484,False,10073792,10018985,10078404,10064265
Bleeding hematuria,Hematuria,Macroscopic hematuria,Haematurie,Haematurie,False,True,False,60.0,False,True,100.0,True,10019450,10018867,10059823,10018867
Bleeding intracranial bleeding,Bleeding intracranial,Intracranial hemorrhage,Intrakranielle Blutung,Intrakranielle Blutung,False,True,False,54.54545454545454,False,True,100.0,True,10005121,10018985,10022763,10018985
Bleeding spontaneous subdural hematoma,Subdural hematoma,Subdural hematoma,Subdurales Haematom,Subdurales Haematom,True,True,True,100.0,True,True,100.0,True,10042380,10042361,10042380,10042361
Bleeding subcutaneous bleeding - hematoma,Subcutaneous hematoma,Subcutaneous hematoma,Subkutanes Haematom,Subkutanes Haematom,True,True,True,100.0,True,True,100.0,True,10042346,10042345,10042346,10042345
Bleeding subcutaneous hematomas,Subcutaneous hematoma,Subcutaneous hematoma,Subkutanes Haematom,Subkutanes Haematom,True,True,True,100.0,True,True,100.0,True,10042346,10042345,10042346,10042345
Bleeding Subdural Hematoma,Subdural haemorrhage,Subdural hematoma,Subdurale Blutung,Subdurales Haematom,False,False,False,75.67567567567568,False,False,61.111111111111114,False,10042364,10042364,10042380,10042361
Bone Marrow fibrosis,Bone marrow reticulin fibrosis,Myelofibrosis,Retikulinfibrose im Knochenmark,Myelofibrose,False,False,False,51.162790697674424,False,False,41.860465116279066,False,10069678,10069678,10028537,10028537
Cardiac decompensation,Decompensation cardiac,Decompensated heart failure,Herzinsuffizienz,Herzinsuffizienz,False,True,False,61.224489795918366,False,True,100.0,True,10011949,10007554,10066159,10007554
cardial decompensation,Decompensation cardiac,Recurrent cardiac decompensation,Herzinsuffizienz,Herzinsuffizienz,False,True,False,51.85185185185186,False,True,100.0,True,10011949,10007554,10066496,10007554
Colonisation with vancomycin resistant enerococcus faecium,Enterococcus colonisation,Enterococcus colonization,Traeger einer bakteriellen Erkrankung,Traeger einer bakteriellen Erkrankung,False,True,False,96.0,True,True,100.0,True,10067915,10004017,10067911,10004017
coprostasis and obstipation,Coprostasis,Constipation (excl faecal impaction),Faekulom,Obstipation,False,False,False,25.531914893617024,False,False,21.052631578947366,False,10067340,10056325,10010775,10010774
cranial contusion,Brain contusion,Brain contusion,Hirnprellung,Hirnprellung,True,True,True,100.0,True,True,100.0,True,10052346,10052346,10052346,10052346
Death,Death,Death,Tod,Tod,True,True,True,100.0,True,True,100.0,True,10011906,10011906,10011906,10011906
death of unkown origin,Unknown cause of death,Found dead (cause undetermined),Tod,Tod,False,True,False,45.28301886792453,False,True,100.0,True,10063378,10011906,10017067,10011906
Death: died on the way to the family doctor's practice (a. e. as part of the underlying disease),AML progression,Death unexplained,Akute myeloische Leukaemie,Tod,False,False,False,31.25,False,False,13.793103448275868,False,10066572,10000880,10052809,10011906
death: Progression of AML,AML progression,AML progression,Akute myeloische Leukaemie,Akute myeloische Leukaemie,True,True,True,100.0,True,True,100.0,True,10066572,10000880,10066572,10000880
Deceased Patient. Death cause: AML Progression,AML progression,AML progression,Akute myeloische Leukaemie,Akute myeloische Leukaemie,True,True,True,100.0,True,True,100.0,True,10066572,10000880,10066572,10000880
Diarrhea Diarrhea,Diarrhoea,Diarrhea,Diarrhoe,Diarrhoe,False,True,False,94.11764705882352,True,True,100.0,True,10012735,10012735,10012727,10012735
Diarrhea gastrointestinal disorder,Diarrhea,Diarrhea,Diarrhoe,Diarrhoe,True,True,True,100.0,True,True,100.0,True,10012727,10012735,10012727,10012735
Diarrhea massive,Diarrhea NOS,Diarrhea,Diarrhoe,Diarrhoe,False,True,False,80.0,False,True,100.0,True,10012732,10012735,10012727,10012735
Dyspnea Bronchial system,Dyspnoea NOS,Dyspnea,Dyspnoe,Dyspnoe,False,True,False,73.6842105263158,False,True,100.0,True,10013972,10013968,10013963,10013968
Dyspnea excertional dyspnea,Dyspnoea,Dyspnea exertional,Dyspnoe,Belastungsdyspnoe,False,False,False,53.84615384615385,False,False,58.33333333333333,False,10013968,10013968,10013966,10013971
Dyspnea exertional dyspnea,Dyspnoea exertional,Exertional dyspnea,Belastungsdyspnoe,Belastungsdyspnoe,False,True,False,54.054054054054056,False,True,100.0,True,10013971,10013971,10055548,10013971
Dyspnea Lung,Dyspnoea,Dyspnea,Dyspnoe,Dyspnoe,False,True,False,93.33333333333333,True,True,100.0,True,10013968,10013968,10013963,10013968
Dyspnea n.a.,Dyspnea,Dyspnea,Dyspnoe,Dyspnoe,True,True,True,100.0,True,True,100.0,True,10013963,10013968,10013963,10013968
Dyspnea NYHA III,Heart failure NYHA class III,Heart failure NYHA class III,Herzinsuffizienz chronisch,Herzinsuffizienz chronisch,True,True,True,100.0,True,True,100.0,True,10064081,10007558,10064081,10007558
Dystelectasis both lungs,Atelectasis,Atelectasis,Atelektase,Atelektase,True,True,True,100.0,True,True,100.0,True,10003598,10003598,10003598,10003598
Edema limbs; both lower legs,Edema of lower extremities,Edema lower limb,Oedem peripher,Oedem peripher,False,True,False,61.904761904761905,False,True,100.0,True,10054498,10030124,10014232,10030124
Edema penis,Edema of penis,Edema of penis,Penisoedem,Penisoedem,True,True,True,100.0,True,True,100.0,True,10014242,10066774,10014242,10066774
Erysipel des Unterschenkel rechts,Erysipelas,Erysipelas,Erysipel,Erysipel,True,True,True,100.0,True,True,100.0,True,10015145,10015145,10015145,10015145
Fatigue Fatigue,Fatigue,Fatigue,Ermuedung,Ermuedung,True,True,True,100.0,True,True,100.0,True,10016256,10016256,10016256,10016256
Fatigue generalized,Fatigue,Fatigue,Ermuedung,Ermuedung,True,True,True,100.0,True,True,100.0,True,10016256,10016256,10016256,10016256
Fatigue HB <= 6 --> EK tranfusion,Anemia,Fatigue,Anaemie,Ermuedung,False,False,False,30.76923076923077,False,False,37.5,False,10002272,10002034,10016256,10016256
Fatigue intermittend,Fatigue,Fatigue,Ermuedung,Ermuedung,True,True,True,100.0,True,True,100.0,True,10016256,10016256,10016256,10016256
Fatigue n.a.,Fatigue,Fatigue,Ermuedung,Ermuedung,True,True,True,100.0,True,True,100.0,True,10016256,10016256,10016256,10016256
Fever,Fever,Fever,Fieber,Fieber,True,True,True,100.0,True,True,100.0,True,10016558,10037660,10016558,10037660
Fever febrile neutropenia,Febrile neutropenia,Febrile neutropenia,Febrile Neutropenie,Febrile Neutropenie,True,True,True,100.0,True,True,100.0,True,10016288,10016288,10016288,10016288
Fever Fever,Fever,Fever,Fieber,Fieber,True,True,True,100.0,True,True,100.0,True,10016558,10037660,10016558,10037660
Fever Fever in neutropenia,Febrile neutropenia,Febrile neutropenia,Febrile Neutropenie,Febrile Neutropenie,True,True,True,100.0,True,True,100.0,True,10016288,10016288,10016288,10016288
Fever NEUTROPENIC FEVER,Febrile neutropenia,Neutropenic fever,Febrile Neutropenie,Febrile Neutropenie,False,True,False,55.55555555555556,False,True,100.0,True,10016288,10016288,10051312,10016288
Fever neutropenic fever,Febrile neutropenia,Febrile neutropenia,Febrile Neutropenie,Febrile Neutropenie,True,True,True,100.0,True,True,100.0,True,10016288,10016288,10016288,10016288
Fever no information,Fever,Fever,Fieber,Fieber,True,True,True,100.0,True,True,100.0,True,10016558,10037660,10016558,10037660
Fever Pneumonia,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Fever pneumonie,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Fever without focus,Fever,Fever,Fieber,Fieber,True,True,True,100.0,True,True,100.0,True,10016558,10037660,10016558,10037660
Fever wrosening General condition,Fever,Fever,Fieber,Fieber,True,True,True,100.0,True,True,100.0,True,10016558,10037660,10016558,10037660
Fracture of the humerus,Fracture of humerus,Fracture of humerus,Humerusfraktur,Humerusfraktur,True,True,True,100.0,True,True,100.0,True,10017127,10020462,10017127,10020462
fugal infection,Fungal infection,Fungal infection,Pilzinfektion,Pilzinfektion,True,True,True,100.0,True,True,100.0,True,10017533,10017533,10017533,10017533
granulopenie,Neutropenia,Granulocytopenia,Neutropenie,Granulozytopenie,False,False,False,66.66666666666667,False,False,66.66666666666667,False,10029354,10029354,10018687,10018687
Heart failure,Heart failure,Heart failure,Herzinsuffizienz,Herzinsuffizienz,True,True,True,100.0,True,True,100.0,True,10019279,10007554,10019279,10007554
hematoma,Hematoma,Hematoma,Haematom,Haematom,True,True,True,100.0,True,True,100.0,True,10019428,10018852,10019428,10018852
High UricAcic,Uric acid increased,Uric acid high,,,False,True,False,66.66666666666667,False,False,0.0,False,10066980,10005861,10050450,10005861
Hyperkalemia,Hyperkalemia,Hyperkalemia,Hyperkaliaemie,Hyperkaliaemie,True,True,True,100.0,True,True,100.0,True,10020647,10020646,10020647,10020646
hypertension,Hypertension,Hypertension,Hypertonie,Hypertonie,True,True,True,100.0,True,True,100.0,True,10020772,10020772,10020772,10020772
Hypertension,Hypertension,Hypertension NOS,Hypertonie,Hypertonie,False,True,False,85.71428571428572,False,True,100.0,True,10020772,10020772,10020782,10020772
Hypokalemia,Hypokalemia,Hypokalemia,Hypokaliaemie,Hypokaliaemie,True,True,True,100.0,True,True,100.0,True,10021018,10021015,10021018,10021015
Hyponatriaemie,Hyponatraemia,Hyponatraemia,Hyponatriaemie,Hyponatriaemie,True,True,True,100.0,True,True,100.0,True,10021036,10021036,10021036,10021036
increase createnin,Creatinine increased,Creatinine increased,Kreatinin im Blut erhoeht,Kreatinin im Blut erhoeht,True,True,True,100.0,True,True,100.0,True,10011368,10005483,10011368,10005483
increase creatinin,Creatinine increased,Creatinine increased,Kreatinin im Blut erhoeht,Kreatinin im Blut erhoeht,True,True,True,100.0,True,True,100.0,True,10011368,10005483,10011368,10005483
increase creatinine,Creatinine increased,Creatinine increased,Kreatinin im Blut erhoeht,Kreatinin im Blut erhoeht,True,True,True,100.0,True,True,100.0,True,10011368,10005483,10011368,10005483
increase of CRP (infection of unknown origin),Infection NOS,CRP increased,Infektion,C-reaktives Protein erhoeht,False,False,False,30.76923076923077,False,False,33.333333333333336,False,10021842,10021789,10011418,10006825
increased creatinine,Creatinine increased,Blood creatinine increased,Kreatinin im Blut erhoeht,Kreatinin im Blut erhoeht,False,True,False,86.95652173913044,False,True,100.0,True,10011368,10005483,10005483,10005483
Infarction myocardial,Myocardial infarction,Myocardial infarction,Myokardinfarkt,Myokardinfarkt,True,True,True,100.0,True,True,100.0,True,10028596,10028596,10028596,10028596
Infarction NSTEMI,Non ST segment elevation myocardial infarction,Non ST segment elevation myocardial infarction,Akuter Myokardinfarkt,Akuter Myokardinfarkt,True,True,True,100.0,True,True,100.0,True,10064347,10000891,10064347,10000891
Infection Bronchial infection,Bronchial infection,Bronchial infection,Bronchitis,Bronchitis,True,True,True,100.0,True,True,100.0,True,10055078,10006451,10055078,10006451
Infection Bronchopneumonia,Bronchopneumonia NOS,Bronchopneumonia,Pneumonie,Pneumonie,False,True,False,88.88888888888889,False,True,100.0,True,10006470,10035664,10006469,10035664
Infection Catheter related (central venous catheter),Catheter related infection,Catheter related infection,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion im Zusammenhang mit einem Medizinprodukt,True,True,True,100.0,True,True,100.0,True,10007810,10064687,10007810,10064687
Infection Colonisation with vancomycin resistant enerococcus faecium,Enterococcus colonisation,Vancomycin-resistant enterococcal infection,Traeger einer bakteriellen Erkrankung,Enterokokken-Infektion,False,False,False,47.05882352941176,False,False,37.28813559322034,False,10067915,10004017,10053621,10061124
Infection erysipelas at right calf,Erysipelas,Erysipelas,Erysipel,Erysipel,True,True,True,100.0,True,True,100.0,True,10015145,10015145,10015145,10015145
Infection Fieberhafter Infekt im Rahmen einer Pneumonie rechts,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Infection fungal infection,Infection fungal,Fungal infection NOS,Pilzinfektion,Pilzinfektion,False,True,False,61.111111111111114,False,True,100.0,True,10021814,10017533,10017534,10017533
Infection Herpes simplex,Herpes simplex,Herpes simplex,Herpes simplex,Herpes simplex,True,True,True,100.0,True,True,100.0,True,10019948,10019948,10019948,10019948
Infection Herpes Zoster,Herpes zoster,Herpes zoster,Herpes zoster,Herpes zoster,True,True,True,100.0,True,True,100.0,True,10019974,10019974,10019974,10019974
Infection Herpes zoster infection,Herpes zoster,Herpes zoster,Herpes zoster,Herpes zoster,True,True,True,100.0,True,True,100.0,True,10019974,10019974,10019974,10019974
Infection Influenza A,Influenza,Influenza A virus infection,Grippe,Grippe,False,True,False,50.0,False,True,100.0,True,10022000,10022000,10022002,10022000
Infection Influenza infection,Influenza,Influenza,Grippe,Grippe,True,True,True,100.0,True,True,100.0,True,10022000,10022000,10022000,10022000
Infection Influenza typ A infection,Influenza,Influenza A virus infection,Grippe,Grippe,False,True,False,50.0,False,True,100.0,True,10022000,10022000,10022002,10022000
Infection intense cough,Respiratory tract infection,Acute cough,Atemwegsinfektion,Husten,False,False,False,31.57894736842105,False,False,26.086956521739136,False,10062352,10062352,10066522,10011224
Infection multiple infection probably due to progressive disease (AML),Infection,Infection susceptibility increased,Infektion,Infektionsanfaelligkeit erhoeht,False,False,False,41.860465116279066,False,False,44.99999999999999,False,10021789,10021789,10021866,10021866
Infection mycosis Pneumonia,Pneumonia fungal,Pneumonia fungal,Pneumonie durch Pilze,Pneumonie durch Pilze,True,True,True,100.0,True,True,100.0,True,10061354,10061354,10061354,10061354
Infection mykosispneumonia,Pneumonia fungal,Pneumonia fungal,Pneumonie durch Pilze,Pneumonie durch Pilze,True,True,True,100.0,True,True,100.0,True,10061354,10061354,10061354,10061354
Infection neutropenic Fever,Neutropenic infection,Febrile neutropenia,Neutropenische Infektion,Febrile Neutropenie,False,False,False,50.0,False,False,51.162790697674424,False,10059482,10059482,10016288,10016288
Infection Noro virus,Norovirus infection,Norovirus infection,Norovirus-Infektion,Norovirus-Infektion,True,True,True,100.0,True,True,100.0,True,10085018,10085018,10085018,10085018
Infection oral trush,Oral thrush,Oral thrush,Orale Candidose,Orale Candidose,True,True,True,100.0,True,True,100.0,True,10031026,10030963,10031026,10030963
Infection phlegmon,Phlegmon,Phlegmon,Zellulitis,Zellulitis,True,True,True,100.0,True,True,100.0,True,10034907,10007882,10034907,10007882
Infection Pneumonia / Respiratory insufficiency,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Infection Pneumonia with Fever and cardiac decompensation,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Infection pneumonie,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Infection pneumosepsis,Pulmonary sepsis,Pulmonary sepsis,,,True,True,True,100.0,True,False,0.0,False,10051739,10051739,10051739,10051739
Infection port implantation,Catheter infection,Implant site infection,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion an der Implantatstelle,False,False,False,70.0,False,False,43.90243902439024,False,10051387,10064687,10059650,10059650
Infection Pulmonary sepsis,Pulmonary sepsis,Pulmonary sepsis,,,True,True,True,100.0,True,False,0.0,False,10051739,10051739,10051739,10051739
Infection respiratory infection,Infection respiratory,Respiratory tract infection,Atemwegsinfektion,Atemwegsinfektion,False,True,False,45.833333333333336,False,True,100.0,True,10021863,10062352,10062352,10062352
Infection RSV-Infection,RSV infection,RSV infection,Respiratory Syncytial Virus-Infektion,Respiratory Syncytial Virus-Infektion,True,True,True,100.0,True,True,100.0,True,10039247,10061603,10039247,10061603
Infection Sepis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection Septic shock,Septic shock,Septic shock,,,True,True,True,100.0,True,False,0.0,False,10040070,10040070,10040070,10040070
Infection septic shock,Septic shock,Septic shock,,,True,True,True,100.0,True,False,0.0,False,10040070,10040070,10040070,10040070
Infection Septic with multiorgan failure,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection sinusitis maxilaris,Maxillary sinusitis,Maxillary sinusitis,Sinusitis,Sinusitis,True,True,True,100.0,True,True,100.0,True,10056475,10040753,10056475,10040753
Infection soft tissue,Soft tissue infection,Soft tissue infection,Weichteilinfektion,Weichteilinfektion,True,True,True,100.0,True,True,100.0,True,10062255,10062255,10062255,10062255
Infection Spondylodiscitis,Spondylodiscitis,Spondylodiscitis,Diszitis,Diszitis,True,True,True,100.0,True,True,100.0,True,10062691,10060738,10062691,10060738
Infection Stomatitis,Infectious stomatitis,Infectious stomatitis,Infektion der Mundhoehle,Infektion der Mundhoehle,True,True,True,100.0,True,True,100.0,True,10086643,10048685,10086643,10048685
Infection surgical intervention at bottom lip (->necrosis) after infection into the mouth. Hospitalisation 07.03.2019 - 10.03.2019,Oral cavity infection,Oral cavity infection,Infektion der Mundhoehle,Infektion der Mundhoehle,True,True,True,100.0,True,True,100.0,True,10077856,10048685,10077856,10048685
Infection Suspected Infection already before start of chemapy/study drug,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection urinary tract infection,Urinary tract infection,Urinary tract infection NOS,Harnwegsinfektion,Harnwegsinfektion,False,True,False,92.0,True,True,100.0,True,10046571,10046571,10046574,10046571
Infection Urinary tract infection,Urinary tract infection,Urinary tract infection NOS,Harnwegsinfektion,Harnwegsinfektion,False,True,False,92.0,True,True,100.0,True,10046571,10046571,10046574,10046571
Infection Urinary tract infection,Urinary infection,Urinary tract infection,Harnwegsinfektion,Harnwegsinfektion,False,True,False,85.0,False,True,100.0,True,10046544,10046571,10046571,10046571
Infection urinary tract infection,Urinary infection,Urinary tract infection,Harnwegsinfektion,Harnwegsinfektion,False,True,False,85.0,False,True,100.0,True,10046544,10046571,10046571,10046571
Infection urinary tract infection with eschericchia coli,Escherichia coli cystitis,Escherichia coli infection,Zystitis escherichia,Escherichia-Infektion,False,False,False,78.43137254901961,False,False,53.65853658536586,False,10015293,10011790,10054242,10061126
Infection Urosepsis with Multi Organ failure,Urosepsis,Urosepsis,,,True,True,True,100.0,True,False,0.0,False,10048709,10048709,10048709,10048709
Infection with fever,Febrile infection,Febrile infection,Febrile Infektion,Febrile Infektion,True,True,True,100.0,True,True,100.0,True,10051998,10051998,10051998,10051998
Infection Wound forearm right,Wound infection,Wound infection,Wundinfektion,Wundinfektion,True,True,True,100.0,True,True,100.0,True,10048038,10048038,10048038,10048038
Infection Wound Infection Vein catheter (no microbiology finding),Catheter site infection,Catheter related infection,Infektion an der Katheterstelle,Infektion im Zusammenhang mit einem Medizinprodukt,False,False,False,85.71428571428572,False,False,44.44444444444444,False,10056520,10056520,10007810,10064687
Infekt mit Bakterieaemie und a.e. broncho pulmonalen Fokus,,Bronchopneumonia NOS,,Pneumonie,False,False,False,0.0,False,False,0.0,False,10004051,,10006470,10035664
Inflammation of Right foot,Foot osteoarthritis,Unspecified monoarthritis involving ankle and foot,Osteoarthrose,Arthritis,False,False,False,37.68115942028986,False,False,54.54545454545454,False,10016973,10031161,10046019,10003246
intermittent anemia,Anemia,Anemia,Anaemie,Anaemie,True,True,True,100.0,True,True,100.0,True,10002272,10002034,10002272,10002034
Laceration on head after fall,Head injury,Laceration of head,Kopfverletzung,Hauteinriss,False,False,False,27.586206896551722,False,False,16.000000000000004,False,10019196,10019196,10023587,10058818
leucopenia,Leucopenia,Leukopenia,Leukopenie,Leukopenie,False,True,False,90.0,True,True,100.0,True,10024283,10024384,10024384,10024384
Leukozytostase-Syndrom,Leukostasis syndrome,Leukostasis syndrome,Leukostasesyndrom,Leukostasesyndrom,True,True,True,100.0,True,True,100.0,True,10074608,10074608,10074608,10074608
lungembolism,Pulmonary embolism,Pulmonary embolism,Lungenembolie,Lungenembolie,True,True,True,100.0,True,True,100.0,True,10037377,10037377,10037377,10037377
Macrohaematuturia,Macroscopic haematuria,Macroscopic haematuria,Haematurie,Haematurie,True,True,True,100.0,True,True,100.0,True,10059802,10018867,10059802,10018867
metabolic acidosis,Metabolic acidosis,Metabolic acidosis,Metabolische Azidose,Metabolische Azidose,True,True,True,100.0,True,True,100.0,True,10027417,10027417,10027417,10027417
Monokelhaematom links,Eyelid hematoma,Eyelid hematoma,Lidhaematom,Lidhaematom,True,True,True,100.0,True,True,100.0,True,10064968,10064976,10064968,10064976
Multi organ failure,Multi organ failure,Multi-organ failure,Multiorgandysfunktionssyndrom,Multiorgandysfunktionssyndrom,False,True,False,94.73684210526316,True,True,100.0,True,10028151,10077361,10028154,10077361
mykotische atypische Pneumonie,Pneumonia fungal,Pneumonia fungal,Pneumonie durch Pilze,Pneumonie durch Pilze,True,True,True,100.0,True,True,100.0,True,10061354,10061354,10061354,10061354
Nausea intermittend,Nausea,Nausea,Uebelkeit,Uebelkeit,True,True,True,100.0,True,True,100.0,True,10028813,10028813,10028813,10028813
Nausea n.a.,Nausea,Nausea,Uebelkeit,Uebelkeit,True,True,True,100.0,True,True,100.0,True,10028813,10028813,10028813,10028813
Nausea severe Nausea and vomitting,Nausea and vomiting,Nausea and vomiting,Erbrechen,Erbrechen,True,True,True,100.0,True,True,100.0,True,10028816,10047700,10028816,10047700
Nausea Vomiting,Nausea with vomiting,Nausea and vomiting,Erbrechen,Erbrechen,False,True,False,82.05128205128204,False,True,100.0,True,10028821,10047700,10028816,10047700
